MAT_whittaker,MAP_whittaker
0.0236,1474.1548
-0.0362,1467.9784
-0.0969,1467.8901
-0.0961,1461.802
-0.156,1455.6256
-0.2167,1455.5373
-0.2766,1449.3609
-0.3364,1443.1844
-0.3356,1437.0963
-0.3963,1437.0081
-0.3955,1430.9199
-0.4562,1430.8317
-0.5161,1424.6553
-0.5758,1418.4788
-0.5751,1412.3907
-0.5743,1406.3026
-0.6341,1400.1262
-0.6941,1393.9497
-0.754,1387.7732
-0.8138,1381.5969
-0.8737,1375.4205
-0.9344,1375.3323
-0.9336,1369.2441
-0.9935,1363.0677
-0.9927,1356.9796
-1.0525,1350.8031
-1.1124,1344.6267
-1.1723,1338.4503
-1.2322,1332.2739
-1.292,1326.0975
-1.2912,1320.0094
-1.3511,1313.833
-1.411,1307.6564
-1.4708,1301.4801
-1.4701,1295.392
-1.5299,1289.2156
-1.5897,1283.0392
-1.6497,1276.8628
-1.6489,1270.7746
-1.7088,1264.5981
-1.7686,1258.4218
-1.8285,1252.2454
-1.8883,1246.069
-1.8876,1239.9808
-1.9475,1233.8044
-2.0073,1227.628
-2.0065,1221.5399
-2.0664,1215.3635
-2.1263,1209.1871
-2.1255,1203.0989
-2.1854,1196.9224
-2.2452,1190.7461
-2.3051,1184.5697
-2.3043,1178.4815
-2.3642,1172.3051
-2.4241,1166.1287
-2.4233,1160.0406
-2.483,1153.8641
-2.4823,1147.776
-2.5422,1141.5996
-2.6021,1135.4232
-2.6013,1129.3351
-2.6612,1123.1586
-2.721,1116.9822
-2.7202,1110.8941
-2.7801,1104.7177
-2.7793,1098.6295
-2.8392,1092.4531
-2.8991,1086.2767
-2.8982,1080.1886
-2.9588,1080.1003
-2.9581,1074.0122
-3.018,1067.8357
-3.0779,1061.6593
-3.0771,1055.5712
-3.1378,1055.4828
-3.137,1049.3948
-3.1968,1043.2184
-3.2567,1037.042
-3.2559,1030.9538
-3.3166,1030.8656
-3.3158,1024.7774
-3.3757,1018.601
-3.4356,1012.4245
-3.4348,1006.3365
-3.4954,1006.2482
-3.4946,1000.16
-3.5545,993.9836
-3.6143,987.8072
-3.6136,981.7191
-3.6743,981.6308
-3.6735,975.5427
-3.7332,969.3663
-3.7932,963.1899
-3.7924,957.1017
-3.8531,957.0134
-3.8523,950.9253
-3.9122,944.7489
-3.972,938.5725
-3.9712,932.4843
-4.0319,932.3961
-4.0918,926.2197
-4.091,920.1315
-4.1509,913.955
-4.1501,907.867
-4.2107,907.7787
-4.2706,901.6023
-4.2698,895.5141
-4.3296,889.3377
-4.3896,883.1613
-4.4494,876.9849
-4.4485,870.8968
-4.5085,864.7204
-4.5077,858.6322
-4.5676,852.4558
-4.5668,846.3677
-4.6267,840.1913
-4.6865,834.0148
-4.7464,827.8384
-4.7456,821.7503
-4.8054,815.5739
-4.8662,815.4856
-4.926,809.3092
-4.9252,803.2211
-4.9851,797.0447
-5.045,790.8681
-5.1049,784.6918
-5.1041,778.6037
-5.1639,772.4273
-5.2238,766.2509
-5.2837,760.0745
-5.3436,753.8981
-5.4034,747.7216
-5.4026,741.6335
-5.4625,735.4571
-5.5224,729.2807
-5.5823,723.1043
-5.6421,716.9279
-5.702,710.7515
-5.7619,704.575
-5.8218,698.3986
-5.821,692.3105
-5.8808,686.1341
-5.9407,679.9577
-6.0006,673.7812
-6.0605,667.6049
-6.1203,661.4284
-6.1802,655.252
-6.2401,649.0756
-6.3,642.8992
-6.3599,636.7227
-6.3591,630.6347
-6.4189,624.4583
-6.4788,618.2818
-6.5387,612.1054
-6.5986,605.929
-6.6583,599.7526
-6.7183,593.5762
-6.7782,587.3998
-6.8389,587.3115
-6.8995,587.2233
-6.8987,581.1351
-6.9594,581.0469
-6.9586,574.9586
-7.0193,574.8705
-7.0185,568.7823
-7.0792,568.694
-7.139,562.5175
-7.1989,556.3412
-7.2588,550.1648
-7.3187,543.9884
-7.3785,537.812
-7.4384,531.6356
-7.499,531.5473
-7.559,525.3709
-7.6188,519.1945
-7.6787,513.0181
-7.7386,506.8417
-7.7378,500.7534
-7.7985,500.6653
-7.8591,500.577
-7.919,494.4006
-7.9788,488.2242
-8.0388,482.0478
-8.0986,475.8714
-8.1585,469.6949
-8.2192,469.6067
-8.2791,463.4303
-8.339,457.2539
-8.3988,451.0775
-8.4595,450.9891
-8.5194,444.8128
-8.5793,438.6364
-8.6391,432.46
-8.6989,426.2836
-8.7597,426.1953
-8.8195,420.0189
-8.8794,413.8425
-8.9401,413.7542
-9,407.5777
-9.0599,401.4014
-9.1205,401.3132
-9.1804,395.1367
-9.2411,395.0485
-9.301,388.8721
-9.3608,382.6957
-9.4215,382.6074
-9.4814,376.431
-9.5421,376.3427
-9.6019,370.1663
-9.6625,370.0781
-9.7225,363.9016
-9.7824,357.7252
-9.8422,351.5488
-9.9029,351.4606
-9.9636,351.3723
-10.0235,345.1959
-10.0842,345.1076
-10.144,338.9312
-10.2046,338.843
-10.2646,332.6665
-10.3245,326.4901
-10.3851,326.4019
-10.4458,326.3136
-10.5057,320.1372
-10.5655,313.9607
-10.6261,313.8725
-10.6861,307.6961
-10.7468,307.6078
-10.8067,301.4314
-10.8673,301.3432
-10.928,301.2549
-10.9879,295.0785
-11.0486,294.9902
-11.1084,288.8138
-11.1691,288.7256
-11.229,282.5492
-11.2897,282.4609
-11.3503,282.3726
-11.4102,276.1962
-11.4708,276.108
-11.5308,269.9316
-11.5914,269.8433
-11.6513,263.6669
-11.712,263.5786
-11.7727,263.4904
-11.8326,257.3139
-11.8932,257.2257
-11.9539,257.1374
-12.0138,250.9609
-12.0745,250.8727
-12.1351,250.7845
-12.195,244.608
-12.2557,244.5198
-12.3155,238.3434
-12.3761,238.2551
-12.4369,238.1669
-12.4968,231.9905
-12.5575,231.9022
-12.6181,231.8138
-12.678,225.6375
-12.7387,225.5493
-12.7993,225.461
-12.8592,219.2846
-12.9199,219.1963
-12.9806,219.1081
-13.0413,219.0198
-13.1019,218.9315
-13.1618,212.7551
-13.2225,212.6669
-13.2832,212.5786
-13.3431,206.4022
-13.4037,206.3139
-13.4644,206.2257
-13.5251,206.1374
-13.585,199.9609
-13.6456,199.8727
-13.6448,193.7846
-13.7055,193.6963
-13.7662,193.608
-13.826,187.4316
-13.8867,187.3434
-13.9466,181.167
-14.0073,181.0787
-14.0672,174.9022
-14.1278,174.814
-14.1885,174.7258
-14.2484,168.5493
-14.3091,168.4611
-14.3689,162.2847
-14.4288,156.1083
-14.4887,149.9319
-14.5486,143.7555
-14.5478,137.6673
-14.6076,131.4909
-14.6068,125.4028
-14.6059,119.3146
-14.6052,113.2265
-14.5438,107.2266
-14.543,101.1384
-14.4815,95.1386
-14.42,89.1387
-14.4192,83.0505
-14.3585,83.1388
-14.2979,83.2271
-14.2364,77.2272
-14.1757,77.3154
-14.1142,71.3155
-14.0536,71.4038
-13.9929,71.4921
-13.9314,65.4922
-13.8707,65.5805
-13.8101,65.6686
-13.7494,65.757
-13.6886,65.8453
-13.628,65.9335
-13.5673,66.0218
-13.5067,66.1101
-13.446,66.1983
-13.3853,66.2866
-13.3246,66.3748
-13.264,66.4631
-13.2033,66.5514
-13.1426,66.6396
-13.0819,66.7279
-13.0213,66.8162
-12.9598,60.8163
-12.8991,60.9045
-12.8384,60.9928
-12.7778,61.0811
-12.717,61.1693
-12.6564,61.2576
-12.5957,61.3458
-12.5351,61.4341
-12.4744,61.5224
-12.4137,61.6107
-12.353,61.6989
-12.2923,61.7872
-12.2317,61.8754
-12.171,61.9637
-12.1103,62.052
-12.0496,62.1402
-11.9889,62.2285
-11.9283,62.3168
-11.8676,62.405
-11.8069,62.4933
-11.7463,62.5816
-11.6856,62.6698
-11.6249,62.7581
-11.5642,62.8463
-11.5036,62.9346
-11.4429,63.0229
-11.383,69.1993
-11.3223,69.2875
-11.2617,69.3758
-11.201,69.4641
-11.1403,69.5523
-11.0796,69.6406
-11.0189,69.7288
-10.9583,69.8171
-10.8976,69.9054
-10.8369,69.9937
-10.7762,70.0819
-10.7156,70.1702
-10.6549,70.2584
-10.5941,70.3467
-10.5335,70.435
-10.4729,70.5232
-10.4122,70.6115
-10.3515,70.6998
-10.2908,70.788
-10.2302,70.8763
-10.1695,70.9646
-10.1088,71.0528
-10.0481,71.1411
-9.9875,71.2294
-9.9268,71.3176
-9.866,71.4059
-9.8054,71.4941
-9.7447,71.5824
-9.6841,71.6707
-9.6234,71.7589
-9.5627,71.8472
-9.502,71.9355
-9.4414,72.0237
-9.3807,72.112
-9.32,72.2003
-9.2593,72.2885
-9.1987,72.3768
-9.138,72.465
-9.0773,72.5533
-9.0166,72.6416
-8.956,72.7298
-8.8953,72.8181
-8.8346,72.9064
-8.7739,72.9946
-8.7133,73.0829
-8.6526,73.1712
-8.5918,73.2594
-8.5312,73.3477
-8.4705,73.4359
-8.4099,73.5242
-8.3492,73.6125
-8.2885,73.7006
-8.227,67.7008
-8.1663,67.7891
-8.1057,67.8774
-8.045,67.9656
-7.9843,68.0539
-7.9237,68.1421
-7.863,68.2304
-7.8023,68.3187
-7.7416,68.407
-7.681,68.4952
-7.6202,68.5835
-7.5596,68.6718
-7.4989,68.76
-7.4383,68.8483
-7.3776,68.9365
-7.3169,69.0248
-7.2562,69.1131
-7.1955,69.2013
-7.1349,69.2896
-7.0742,69.3779
-7.0135,69.4661
-6.9527,69.5544
-6.8921,69.6427
-6.8315,69.7309
-6.7708,69.8192
-6.7101,69.9074
-6.6495,69.9957
-6.5888,70.084
-6.5281,70.1722
-6.4674,70.2605
-6.4068,70.3488
-6.3461,70.437
-6.2854,70.5253
-6.2247,70.6136
-6.1641,70.7018
-6.1034,70.7901
-6.0427,70.8782
-5.982,70.9666
-5.9213,71.0549
-5.8607,71.1431
-5.8,71.2314
-5.7393,71.3197
-5.6785,71.4079
-5.6179,71.4962
-5.5573,71.5845
-5.4966,71.6726
-5.4359,71.761
-5.3753,71.8492
-5.3138,65.8494
-5.3146,71.9375
-5.2539,72.0258
-5.1932,72.114
-5.1326,72.2023
-5.0719,72.2906
-5.0112,72.3788
-4.9505,72.4671
-4.8899,72.5554
-4.8292,72.6436
-4.7685,72.7319
-4.7078,72.8202
-4.6471,72.9083
-4.5865,72.9967
-4.5258,73.0849
-4.4651,73.1732
-4.4043,73.2615
-4.3437,73.3497
-4.2831,73.438
-4.2224,73.5263
-4.1617,73.6145
-4.1011,73.7027
-4.0404,73.7911
-3.9797,73.8793
-3.919,73.9676
-3.8584,74.0558
-3.7976,74.1441
-3.737,74.2324
-3.6763,74.3206
-3.6157,74.4089
-3.555,74.4971
-3.4943,74.5854
-3.4336,74.6737
-3.3729,74.762
-3.3123,74.8502
-3.2516,74.9385
-3.1909,75.0267
-3.1302,75.115
-3.0695,75.2033
-3.0089,75.2915
-2.9482,75.3798
-2.8875,75.4681
-2.8269,75.5563
-2.7662,75.6446
-2.7055,75.7328
-2.6448,75.8211
-2.5842,75.9094
-2.5234,75.9976
-2.4628,76.0859
-2.4013,70.086
-2.3407,70.1743
-2.28,70.2626
-2.2193,70.3508
-2.1586,70.4391
-2.0979,70.5272
-2.0373,70.6156
-1.9766,70.7039
-1.9159,70.7921
-1.8552,70.8803
-1.7946,70.9687
-1.7339,71.0569
-1.6732,71.1452
-1.6125,71.2335
-1.5518,71.3216
-1.4912,71.41
-1.4304,71.4982
-1.3698,71.5865
-1.3092,71.6747
-1.2485,71.763
-1.1878,71.8513
-1.1271,71.9396
-1.0665,72.0278
-1.0058,72.1161
-0.9451,72.2044
-0.8843,72.2926
-0.8237,72.3809
-0.7631,72.4691
-0.7024,72.5574
-0.6417,72.6457
-0.581,72.7339
-0.5204,72.8222
-0.4597,72.9104
-0.399,72.9987
-0.3383,73.087
-0.2777,73.1753
-0.217,73.2635
-0.1562,73.3518
-0.0956,73.44
-0.035,73.5283
0.0257,73.6166
0.0864,73.7048
0.1471,73.7931
0.2077,73.8814
0.2684,73.9696
0.3291,74.0579
0.3898,74.1461
0.4505,74.2344
0.511,74.3227
0.5718,74.411
0.6324,74.4992
0.6932,74.5875
0.7538,74.6757
0.8145,74.764
0.8752,74.8523
0.9367,68.8524
0.9973,68.9407
1.058,69.0289
1.1187,69.1172
1.1794,69.2054
1.24,69.2937
1.3007,69.382
1.3614,69.4702
1.4221,69.5585
1.4828,69.6468
1.5434,69.7349
1.604,69.8233
1.6648,69.9116
1.7255,69.9998
1.7861,70.0881
1.8468,70.1763
1.9075,70.2646
1.9682,70.3529
2.0288,70.4411
2.0895,70.5293
2.1502,70.6177
2.2109,70.7059
2.2715,70.7942
2.3322,70.8824
2.3929,70.9707
2.4536,71.059
2.5142,71.1472
2.5749,71.2355
2.6356,71.3237
2.6963,71.412
2.757,71.5003
2.8176,71.5886
2.8791,65.5887
2.9398,65.6768
3.0005,65.7652
3.0611,65.8535
3.1218,65.9417
3.1825,66.03
3.2432,66.1183
3.3038,66.2065
3.3645,66.2948
3.4252,66.3831
3.4859,66.4713
3.5465,66.5596
3.6072,66.6478
3.6679,66.7361
3.7286,66.8244
3.7892,66.9125
3.8498,67.0009
3.9114,61.001
3.9721,61.0893
4.0328,61.1775
4.0934,61.2658
4.1541,61.3541
4.2147,61.4423
4.2755,61.5306
4.3361,61.6189
4.3968,61.7071
4.4575,61.7953
4.5182,61.8837
4.5788,61.9719
4.6395,62.0602
4.7002,62.1484
4.7609,62.2367
4.8215,62.325
4.883,56.3251
4.9437,56.4134
5.0044,56.5016
5.065,56.5899
5.1257,56.6781
5.1864,56.7664
5.2471,56.8547
5.3078,56.9428
5.3684,57.0312
5.4291,57.1195
5.4898,57.2077
5.5505,57.296
5.6111,57.3843
5.6718,57.4725
5.7325,57.5608
5.7932,57.6491
5.8546,51.6492
5.9153,51.7374
5.976,51.8256
6.0367,51.914
6.0973,52.0022
6.158,52.0905
6.2187,52.1788
6.2793,52.267
6.34,52.3553
6.4007,52.4435
6.4614,52.5318
6.5229,46.5319
6.5836,46.6202
6.6442,46.7085
6.7048,46.7967
6.7656,46.885
6.8263,46.9731
6.8869,47.0615
6.9476,47.1498
7.0083,47.238
7.069,47.3263
7.1296,47.4146
7.1903,47.5028
7.251,47.5911
7.3125,41.5912
7.3731,41.6795
7.4338,41.7677
7.4945,41.8559
7.5552,41.9443
7.6158,42.0325
7.6764,42.1208
7.7372,42.2091
7.7979,42.2973
7.8594,36.2974
7.92,36.3857
7.9807,36.474
8.0414,36.5622
8.1021,36.6505
8.1627,36.7388
8.2234,36.827
8.2841,36.9153
8.3448,37.0035
8.4054,37.0918
8.4661,37.1801
8.5268,37.2683
8.5883,31.2685
8.6489,31.3567
8.7096,31.445
8.7703,31.5332
8.831,31.6215
8.8916,31.7098
8.9531,25.7099
9.0138,25.7982
9.0745,25.8864
9.1352,25.9747
9.1958,26.0629
9.2565,26.1512
9.3172,26.2395
9.3787,20.2396
9.4393,20.3279
9.5,20.4161
9.5607,20.5044
9.6214,20.5926
9.682,20.6808
9.7427,20.7692
9.8034,20.8574
9.8649,14.8576
9.9255,14.9458
9.9862,15.0341
10.0469,15.1223
10.1076,15.2106
10.1683,15.2989
10.2297,9.299
10.2912,3.2991
10.2912,0
10.3519,0
10.4126,0
10.4732,0
10.5339,0
10.5946,0
10.6553,0
10.7159,0
10.7766,0
10.8373,0
10.898,0
10.9586,0
11.0193,0
11.08,0
11.1407,0
11.2013,0
11.262,0
11.3227,0
11.3834,0
11.4441,0
11.5047,0
11.5654,0
11.6261,0
11.6867,0
11.7473,0
11.8081,0
11.8688,0
11.9295,0
11.9901,0
12.0508,0
12.1115,0
12.1722,0
12.2328,0
12.2934,0
12.3542,0
12.4149,0
12.4755,0
12.5362,0
12.5969,0
12.6576,0
12.7183,0
12.7797,0
12.8404,0
12.9011,0
12.9618,0
13.0224,0
13.0831,0
13.1438,0
13.2045,0
13.2651,0
13.3258,0
13.3865,0
13.4472,0
13.5078,0
13.5685,0
13.6292,0
13.6899,0
13.7505,0
13.8112,0
13.8719,0
13.9325,0
13.9933,0
14.0539,0
14.1146,0
14.1753,0
14.236,0
14.2966,0
14.3573,0
14.418,0
14.4787,0
14.5393,0
14.6,0
14.6606,0
14.7214,0
14.782,0
14.8427,0
14.9034,0
14.9641,0
15.0247,0
15.0854,0
15.1461,0
15.2068,0
15.2675,0
15.3281,0
15.3888,0
15.4495,0
15.5102,0
15.5708,0
15.6315,0
15.6922,0
15.7529,0
15.8135,0
15.8742,0
15.9348,0
15.9956,0
16.0562,0
16.1169,0
16.1776,0
16.2383,0
16.2989,0
16.3596,0
16.4203,0
16.4809,0
16.5417,0
16.6031,0
16.6638,0
16.7245,0
16.7852,0
16.8458,0
16.9064,0
16.9672,0
17.0279,0
17.0885,0
17.1492,0
17.2099,0
17.2706,0
17.3312,0
17.3919,0
17.4526,0
17.5133,0
17.5739,0
17.6346,0
17.6953,0
17.756,0
17.8167,0
17.8773,0
17.938,0
17.9987,0
18.0594,0
18.12,0
18.1807,0
18.2414,0
18.3021,0
18.3627,0
18.4234,0
18.4841,0
18.5448,0
18.6054,0
18.6661,0
18.7268,0
18.7875,0
18.8481,0
18.9088,0
18.9695,0
19.0302,0
19.0909,0
19.1515,0
19.2122,0
19.2729,0
19.3336,0
19.3942,0
19.4549,0
19.5156,0
19.5763,0
19.6369,0
19.6976,0
19.7583,0
19.819,0
19.8796,0
19.9403,0
20.001,0
20.0617,0
20.1223,0
20.183,0
20.2437,0
20.3044,0
20.3651,0
20.4264,0
20.4872,0
20.5479,0
20.6086,0
20.6692,0
20.7299,0
20.7906,0
20.8513,0
20.9119,0
20.9726,0
21.0333,0
21.094,0
21.1546,0
21.2153,0
21.276,0
21.3367,0
21.3973,0
21.458,0
21.5187,0
21.5794,0
21.6401,0
21.7006,0
21.7614,0
21.8221,0
21.8828,0
21.9434,0
22.0041,0
22.0648,0
22.1255,0
22.1861,0
22.2468,0
22.3075,0
22.3682,0
22.4288,0
22.4895,0
22.5502,0
22.6109,0
22.6715,0
22.7322,0
22.7929,0
22.8536,0
22.9143,0
22.9748,0
23.0356,0
23.0963,0
23.157,0
23.2176,0
23.2783,0
23.339,0
23.3997,0
23.4603,0
23.521,0
23.5817,0
23.6423,0
23.7029,0
23.7637,0
23.8244,0
23.8851,0
23.9457,0
24.0064,0
24.0671,0
24.1278,0
24.1885,0
24.249,0
24.3106,0
24.3713,0
24.432,0
24.4926,0
24.5533,0
24.6139,0
24.6747,0
24.7353,0
24.796,0
24.8567,0
24.9174,0
24.978,0
25.0387,0
25.0994,0
25.1601,0
25.2207,0
25.2814,0
25.3421,0
25.4028,0
25.4635,0
25.5241,0
25.5848,0
25.6455,0
25.7062,0
25.7668,0
25.8275,0
25.8881,0
25.9489,0
26.0095,0
26.0702,0
26.1309,0
26.1916,0
26.2522,0
26.3129,0
26.3736,0
26.4343,0
26.4949,0
26.5556,0
26.6162,0
26.677,0
26.7377,0
26.7983,0
26.859,0
26.9197,0
26.9804,0
27.041,0
27.1017,0
27.1623,0
27.2231,0
27.2837,0
27.3444,0
27.4051,0
27.4658,0
27.5264,0
27.5871,0
27.6478,0
27.7085,0
27.7691,0
27.8298,0
27.8904,0
27.9512,0
28.0119,0
28.0725,0
28.134,0
28.1947,0
28.2554,0
28.316,0
28.3767,0
28.4374,0
28.4981,0
28.5587,0
28.6194,0
28.6801,0
28.7408,0
28.8014,0
28.862,0
28.9228,0
30,0
30,0
30,0.1319
30,0.2201
30,0.3084
30,0.3967
30,0.4849
30,0.5732
30,0.6615
30,0.7497
30,0.838
30,0.9263
30,1.0145
30,1.1028
30,1.191
30,1.2793
30,1.3676
30,1.4558
30,1.5441
30,7.6322
30,13.7204
30,19.8085
30,25.8967
30,31.9848
30,38.073
30,44.1611
30,50.2493
30,56.3374
30,62.4256
30,68.5137
30,74.6018
30,80.69
30,86.7781
30,92.8662
30,98.9544
30,105.0426
30,111.1307
30,117.2189
30,123.307
30,129.3952
30,135.4833
30,141.5714
30,147.6596
30,153.7477
30,159.8359
30,165.924
30,172.0122
30,178.1003
30,184.1885
30,190.2766
30,196.3648
30,202.4529
30,208.541
30,214.6292
30,220.7173
30,226.8937
30,232.9819
30,239.07
30,245.1582
30,251.2463
30,257.3345
30,263.4226
30,269.5108
30,275.5989
30,281.6871
30,287.7752
30,293.8633
30,299.9515
30,306.0396
30,312.1278
30,318.2159
30,324.3041
30,330.3921
30,336.4804
30,342.5685
30,348.6566
30,354.7448
30,360.8329
30,366.9211
30,373.0092
30,379.0974
30,385.1855
30,391.2737
30,397.3618
30,403.45
30,409.5381
30,415.6263
30,421.7144
30,427.8025
30,433.8907
30,439.9788
30,446.067
30,452.1551
30,458.2433
30,464.3314
30,470.4196
30,476.5077
30,482.5958
30,488.684
30,494.7721
29.9493,500.772
29.9485,506.8601
29.8878,506.7719
29.8272,506.6836
29.7665,506.5954
29.7066,500.419
29.6459,500.3307
29.5853,500.2424
29.5246,500.1542
29.4639,500.0659
29.404,493.8895
29.3434,493.8012
29.2827,493.713
29.2227,487.5366
29.1621,487.4483
29.1015,487.3599
29.0416,481.1836
28.9809,481.0954
28.9202,481.0071
28.8596,480.9188
28.7997,474.7424
28.7389,474.6542
28.6783,474.5659
28.6177,474.4776
28.5577,468.3012
28.4971,468.213
28.4364,468.1247
28.3757,468.0364
28.3159,461.8599
28.2551,461.7718
28.1945,461.6835
28.1346,455.507
28.074,455.4188
28.0133,455.3306
27.9526,455.2423
27.8919,455.154
27.8321,448.9776
27.7713,448.8894
27.7107,448.8011
27.6508,442.6247
27.5901,442.5364
27.5295,442.4482
27.4687,442.3599
27.4089,436.1835
27.3483,436.0952
27.2876,436.007
27.2269,435.9186
27.1662,435.8304
27.1055,435.7422
27.0457,429.5657
26.9849,429.4775
26.9243,429.3892
26.8636,429.301
26.8037,423.1246
26.7431,423.0363
26.6824,422.948
26.6217,422.8598
26.5611,422.7715
26.5011,416.5951
26.4405,416.5068
26.3798,416.4186
26.32,410.2422
26.2593,410.1539
26.1985,410.0656
26.1379,409.9774
26.0773,409.8891
26.0174,403.7127
25.9567,403.6244
25.896,403.5362
25.8354,403.4479
25.7747,403.3596
25.714,403.2713
25.6533,403.1831
25.5934,397.0067
25.5328,396.9184
25.4721,396.8302
25.4114,396.7419
25.3515,390.5655
25.2909,390.4772
25.2302,390.389
25.1695,390.3007
25.1088,390.2125
25.0482,390.1242
24.9875,390.0359
24.9268,389.9477
24.866,389.8594
24.8063,383.683
24.7456,383.5947
24.6848,383.5065
24.6242,383.4182
24.5636,383.3299
24.5029,383.2417
24.443,377.0653
24.3822,376.9769
24.3216,376.8887
24.261,376.8005
24.2003,376.7122
24.1396,376.6239
24.0789,376.5356
24.0191,370.3593
23.9584,370.271
23.8977,370.1827
23.837,370.0945
23.7764,370.0062
23.7165,363.8298
23.6558,363.7415
23.5951,363.6533
23.5345,363.565
23.4738,363.4767
23.4131,363.3885
23.3524,363.3002
23.2918,363.212
23.2319,357.0355
23.1712,356.9473
23.1105,356.859
23.0499,356.7708
22.9891,356.6825
22.9285,356.5941
22.8678,356.506
22.8071,356.4177
22.7473,350.2413
22.6865,350.153
22.6259,350.0648
22.5652,349.9765
22.5046,349.8881
22.4439,349.8
22.3832,349.7117
22.3233,343.5352
22.2627,343.447
22.202,343.3588
22.1413,343.2705
22.0806,343.1822
22.02,343.094
21.9593,343.0057
21.8986,342.9175
21.8378,342.8292
21.7781,336.6528
21.7174,336.5645
21.6566,336.4763
21.596,336.388
21.5352,336.2997
21.4747,336.2115
21.4148,330.0351
21.3541,329.9468
21.2934,329.8585
21.2328,329.7703
21.1721,329.682
21.1114,329.5937
21.0507,329.5055
20.9901,329.4172
20.9294,329.3289
20.8687,329.2407
20.808,329.1524
20.7473,329.0642
20.6875,322.8877
20.6268,322.7995
20.5661,322.7112
20.5055,322.623
20.4447,322.5347
20.3841,322.4464
20.3234,322.3582
20.2627,322.2699
20.2029,316.0935
20.1421,316.0052
20.0815,315.917
20.0208,315.8287
19.9602,315.7404
19.8995,315.6522
19.8388,315.5638
19.7781,315.4756
19.7175,315.3874
19.6576,309.211
19.5969,309.1227
19.5362,309.0344
19.4756,308.9462
19.4149,308.8578
19.3542,308.7697
19.2934,308.6814
19.2328,308.5931
19.1722,308.5049
19.1115,308.4166
19.0508,308.3283
18.9902,308.2401
18.9295,308.1518
18.8688,308.0635
18.8089,301.8871
18.7482,301.7989
18.6876,301.7106
18.6269,301.6223
18.5662,301.5341
18.5055,301.4458
18.4449,301.3576
18.3841,301.2692
18.3235,301.181
18.2628,301.0928
18.2022,301.0045
18.1423,294.8281
18.0816,294.7398
18.0209,294.6516
17.9603,294.5633
17.8996,294.475
17.8389,294.3868
17.7782,294.2985
17.7176,294.2102
17.6569,294.1219
17.5962,294.0337
17.5354,293.9454
17.4748,293.8572
17.4142,293.7689
17.3543,287.5925
17.2936,287.5042
17.2328,287.416
17.1723,287.3277
17.1116,287.2395
17.0509,287.1512
16.9902,287.0629
16.9296,286.9747
16.8689,286.8864
16.809,280.71
16.7483,280.6217
16.6877,280.5335
16.627,280.4452
16.5663,280.3569
16.5056,280.2687
16.445,280.1804
16.3843,280.0921
16.3235,280.0039
16.2637,273.8275
16.203,273.7391
16.1424,273.6509
16.0817,273.5627
16.021,273.4744
15.9603,273.3862
15.8997,273.2979
15.839,273.2096
15.7783,273.1214
15.7176,273.0331
15.657,272.9447
15.5963,272.8566
15.5356,272.7683
15.4757,266.5918
15.4151,266.5036
15.3544,266.4154
15.2937,266.3271
15.233,266.2388
15.1724,266.1506
15.1117,266.0623
15.051,265.9741
14.9903,265.8858
14.9304,259.7094
14.8698,259.6211
14.8091,259.5329
14.7484,259.4445
14.6877,259.3563
14.6271,259.2681
14.5664,259.1798
14.5057,259.0915
14.445,259.0033
14.3844,258.915
14.3237,258.8267
14.263,258.7385
14.2023,258.6502
14.1417,258.562
14.081,258.4737
14.0203,258.3854
13.9604,252.209
13.8998,252.1208
13.8391,252.0325
13.7784,251.9442
13.7177,251.8559
13.6571,251.7677
13.5964,251.6794
13.5356,251.5912
13.475,251.5029
13.4143,251.4146
13.3537,251.3264
13.293,251.2381
13.2331,245.0617
13.1724,244.9734
13.1118,244.8852
13.0511,244.7969
12.9904,244.7086
12.9297,244.6204
12.8691,244.5321
12.8084,244.4439
12.7477,244.3556
12.687,244.2673
12.6263,244.1791
12.5657,244.0908
12.505,244.0025
12.4443,243.9143
12.3837,243.826
12.323,243.7378
12.2623,243.6495
12.2016,243.5612
12.1409,243.4729
12.0803,243.3847
12.0204,237.2083
11.9597,237.12
11.899,237.0318
11.8384,236.9435
11.7776,236.8552
11.717,236.767
11.6562,236.6787
11.5957,236.5904
11.535,236.5022
11.4743,236.4139
11.4136,236.3256
11.353,236.2374
11.2923,236.1491
11.2324,229.9727
11.1717,229.8843
11.1111,229.7962
11.0504,229.7079
10.9897,229.6197
10.929,229.5314
10.8683,229.4431
10.8077,229.3549
10.7469,229.2666
10.6863,229.1783
10.6256,229.0901
10.565,229.0018
10.5043,228.9135
10.4436,228.8253
10.3829,228.737
10.3223,228.6488
10.2616,228.5605
10.2017,222.3841
10.141,222.2958
10.0804,222.2076
10.0197,222.1193
9.959,222.031
9.8982,221.9428
9.8377,221.8545
9.777,221.7662
9.7163,221.678
9.6556,221.5897
9.5949,221.5013
9.5343,221.4132
9.4736,221.3249
9.4129,221.2367
9.3522,221.1484
9.2916,221.0601
9.2309,220.9719
9.1702,220.8836
9.1095,220.7953
9.0489,220.7071
8.9882,220.6188
8.9275,220.5305
8.8676,214.3541
8.807,214.2659
8.7463,214.1776
8.6856,214.0893
8.6249,214.0011
8.5643,213.9127
8.5036,213.8246
8.4429,213.7363
8.3822,213.648
8.3215,213.5598
8.2609,213.4715
8.2002,213.3832
8.1395,213.295
8.0788,213.2067
8.0182,213.1184
7.9575,213.0302
